dt,Open,High,Low,Close,Volume
2025-12-22 12:00:00,5.65,5.67,5.63,5.67,72253032.0
2025-12-23 08:00:00,5.66,5.7,5.63,5.66,133730300.0
2025-12-23 12:00:00,5.66,5.71,5.66,5.7,126902792.0
2025-12-24 08:00:00,5.7,5.73,5.66,5.69,111225463.0
2025-12-24 12:00:00,5.69,5.7,5.66,5.67,72924300.0
2025-12-25 08:00:00,5.66,5.71,5.63,5.68,144172380.0
2025-12-25 12:00:00,5.68,5.68,5.64,5.65,82696630.0
2025-12-26 08:00:00,5.65,5.65,5.61,5.62,87454508.0
2025-12-26 12:00:00,5.61,5.62,5.6,5.61,67041010.0
2025-12-29 08:00:00,5.61,5.66,5.59,5.63,109712886.0
2025-12-29 12:00:00,5.63,5.68,5.62,5.68,143048189.0
2025-12-30 08:00:00,5.66,5.69,5.61,5.64,142251688.0
2025-12-30 12:00:00,5.65,5.7,5.64,5.67,94437012.0
2025-12-31 08:00:00,5.66,5.73,5.66,5.72,166428624.0
2025-12-31 12:00:00,5.72,5.76,5.7,5.73,135940647.0
2026-01-05 08:00:00,5.73,5.76,5.64,5.67,224462030.0
2026-01-05 12:00:00,5.66,5.69,5.65,5.67,121735396.0
2026-01-06 08:00:00,5.67,5.67,5.59,5.61,254030836.0
2026-01-06 12:00:00,5.61,5.62,5.55,5.59,306612000.0
2026-01-07 08:00:00,5.58,5.6,5.55,5.55,167593611.0
2026-01-07 12:00:00,5.56,5.59,5.55,5.56,106882086.0
2026-01-08 08:00:00,5.56,5.56,5.48,5.49,214907946.0
2026-01-08 12:00:00,5.5,5.52,5.48,5.52,101779258.0
2026-01-09 08:00:00,5.51,5.52,5.46,5.48,147249901.0
2026-01-09 12:00:00,5.47,5.5,5.47,5.49,80373423.0
2026-01-12 08:00:00,5.47,5.49,5.44,5.48,122918834.0
2026-01-12 12:00:00,5.47,5.54,5.47,5.53,138648618.0
2026-01-13 08:00:00,5.52,5.61,5.52,5.56,246083406.0
2026-01-13 12:00:00,5.57,5.58,5.53,5.55,107683917.0
2026-01-14 08:00:00,5.53,5.54,5.47,5.51,210343630.0
2026-01-14 12:00:00,5.51,5.51,5.46,5.47,151991228.0
2026-01-15 08:00:00,5.46,5.49,5.44,5.45,113970261.0
2026-01-15 12:00:00,5.46,5.47,5.42,5.43,113688272.0
2026-01-16 08:00:00,5.43,5.44,5.38,5.41,182508201.0
2026-01-16 12:00:00,5.41,5.42,5.39,5.4,103757814.0
2026-01-19 08:00:00,5.38,5.42,5.37,5.37,117178800.0
2026-01-19 12:00:00,5.38,5.38,5.35,5.36,136503827.0
2026-01-20 08:00:00,5.36,5.43,5.34,5.42,199151688.0
2026-01-20 12:00:00,5.41,5.45,5.41,5.44,118288990.0
2026-01-21 08:00:00,5.44,5.48,5.38,5.38,169933580.0
2026-01-21 12:00:00,5.39,5.39,5.33,5.33,194186750.0
2026-01-22 08:00:00,5.33,5.36,5.31,5.31,139664620.0
2026-01-22 12:00:00,5.31,5.32,5.3,5.3,109994864.0
2026-01-23 08:00:00,5.32,5.32,5.26,5.29,138050570.0
2026-01-23 12:00:00,5.29,5.29,5.26,5.27,109323482.0
2026-01-26 08:00:00,5.26,5.36,5.23,5.35,255875347.0
2026-01-26 12:00:00,5.35,5.36,5.3,5.31,123747538.0
2026-01-27 08:00:00,5.31,5.42,5.3,5.41,275698870.0
2026-01-27 12:00:00,5.4,5.41,5.32,5.33,154892302.0
2026-01-28 08:00:00,5.32,5.4,5.3,5.36,189426150.0
2026-01-28 12:00:00,5.37,5.38,5.33,5.34,141977925.0
2026-01-29 08:00:00,5.34,5.36,5.3,5.31,125645200.0
2026-01-29 12:00:00,5.32,5.4,5.31,5.37,197366920.0
2026-01-30 08:00:00,5.38,5.43,5.37,5.4,187042546.0
2026-01-30 12:00:00,5.4,5.41,5.35,5.37,137812315.0
2026-02-02 08:00:00,5.37,5.45,5.36,5.43,217772070.0
2026-02-02 12:00:00,5.43,5.44,5.4,5.42,120791788.0
2026-02-03 08:00:00,5.4,5.4,5.28,5.31,260305015.0
2026-02-03 12:00:00,5.31,5.32,5.27,5.28,188452300.0
